star,date,HJD,teff,logg,feh,vsini,addmode,rv_meas,rv_meas_err,ccf,instrument,mcmc_logg,mcmc_rv,mcmc_rv_err,mcmc_teff,mcmc_vsini,filename,o2_rv,o2_rv_err,h2o_rv,h2o_rv_err,name,rv_lit,rv_lit_err,o_RV,eRV,wds_binary,sb9_binary,my_binary,separation,K1,known_binary
HIP 50303,2014-01-20,2456677.78566,10000,4.5,0.0,250,ml,16.4004347628,0.427020644831,0.944825056646,TS23,3.97368640693,20.9159322234,0.137332051473,9696.30807288,267.065610951,/home/kgullikson/School/Research/McDonaldData/20140120/HIP_50303.fits,-0.710403399552,0.107441912835,-0.379797246993,0.122880954125,HIP 50303,16.4,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 50860,2014-01-21,2456678.81759,9000,4.5,0.0,150,ml,-9.64100923598,0.311867409572,0.947129020994,TS23,3.71674356329,-7.77028048029,0.0332627927996,8074.58437945,170.408958024,/home/kgullikson/School/Research/McDonaldData/20140121/HIP_50860.fits,-0.28262632204,0.26675850363,-0.157269967264,0.229526913737,HIP 50860,-15.0,4.3,1.0,,0.0,0.0,0.0,,,False
HIP 5131,2013-10-22,2456587.70285,10000,4.5,0.0,250,ml,-12.7883622824,0.613851473814,0.925271787242,TS23,3.97910277292,2.67814763946,0.115617477099,9202.54169997,350.276012822,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5131.fits,-0.714611325817,0.1300296111,-0.372458884294,0.146692136646,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,0.0,,True
HIP 5131,2013-10-22,2456587.70285,10000,4.5,0.0,250,ml,-12.7883622824,0.613851473814,0.925271787242,TS23,3.97910277292,2.67814763946,0.115617477099,9202.54169997,350.276012822,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5131.fits,-0.714611325817,0.1300296111,-0.372458884294,0.146692136646,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,29.7000007629,,True
HIP 5131,2013-10-22,2456587.70285,10000,4.5,0.0,250,ml,-12.7883622824,0.613851473814,0.925271787242,TS23,3.97910277292,2.67814763946,0.115617477099,9202.54169997,350.276012822,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5131.fits,-0.714611325817,0.1300296111,-0.372458884294,0.146692136646,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,90.8000030518,,True
HIP 5131,2013-10-22,2456587.70285,10000,4.5,0.0,250,ml,-12.7883622824,0.613851473814,0.925271787242,TS23,3.97910277292,2.67814763946,0.115617477099,9202.54169997,350.276012822,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5131.fits,-0.714611325817,0.1300296111,-0.372458884294,0.146692136646,HIP 5131,-3.9,2.9,1.0,,1.0,0.0,0.0,69.0999984741,,True
HIP 5132,2013-10-22,2456587.7736,10000,3.5,0.0,250,ml,-8.28685332311,0.613584484307,0.917615369668,TS23,3.78295329999,-1.31833835058,0.148777080766,9698.66807256,319.984905323,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5132.fits,-0.608691174515,0.0856159783104,-0.347707708808,0.0475466938019,HIP 5132,,,,,1.0,0.0,1.0,0.0,,True
HIP 5132,2013-10-22,2456587.7736,10000,3.5,0.0,250,ml,-8.28685332311,0.613584484307,0.917615369668,TS23,3.78295329999,-1.31833835058,0.148777080766,9698.66807256,319.984905323,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5132.fits,-0.608691174515,0.0856159783104,-0.347707708808,0.0475466938019,HIP 5132,,,,,1.0,0.0,1.0,29.7000007629,,True
HIP 5132,2013-10-22,2456587.7736,10000,3.5,0.0,250,ml,-8.28685332311,0.613584484307,0.917615369668,TS23,3.78295329999,-1.31833835058,0.148777080766,9698.66807256,319.984905323,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5132.fits,-0.608691174515,0.0856159783104,-0.347707708808,0.0475466938019,HIP 5132,,,,,1.0,0.0,1.0,90.8000030518,,True
HIP 5132,2013-10-22,2456587.7736,10000,3.5,0.0,250,ml,-8.28685332311,0.613584484307,0.917615369668,TS23,3.78295329999,-1.31833835058,0.148777080766,9698.66807256,319.984905323,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_5132.fits,-0.608691174515,0.0856159783104,-0.347707708808,0.0475466938019,HIP 5132,,,,,1.0,0.0,1.0,69.0999984741,,True
HIP 51685,2014-01-20,2456677.90915,9000,3.5,0.0,250,ml,-4.59449691452,0.480996758041,0.941162529683,TS23,3.32054544356,-1.41178994281,0.0667302319672,8790.40087141,217.217522153,/home/kgullikson/School/Research/McDonaldData/20140120/HIP_51685.fits,-0.753022939389,0.0436688611932,-0.486105172221,0.05107411196,HIP 51685,,,,,0.0,0.0,0.0,,,False
HIP 52422,2014-01-19,2456676.87083,8000,3.5,0.0,250,ml,18.219991421,0.492765681678,0.937855910703,TS23,4.40988729709,14.1112275974,0.0473128044536,8185.72459077,223.175733443,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_52422.fits,-0.836735029008,0.0263009463742,-0.55882757864,0.031807204514,HIP 52422,10.0,4.3,1.0,,1.0,0.0,0.0,22.5,,True
HIP 52422,2014-01-19,2456676.87083,8000,3.5,0.0,250,ml,18.219991421,0.492765681678,0.937855910703,TS23,4.40988729709,14.1112275974,0.0473128044536,8185.72459077,223.175733443,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_52422.fits,-0.836735029008,0.0263009463742,-0.55882757864,0.031807204514,HIP 52422,10.0,4.3,1.0,,1.0,0.0,0.0,40.0,,True
HIP 52422,2014-01-19,2456676.87083,8000,3.5,0.0,250,ml,18.219991421,0.492765681678,0.937855910703,TS23,4.40988729709,14.1112275974,0.0473128044536,8185.72459077,223.175733443,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_52422.fits,-0.836735029008,0.0263009463742,-0.55882757864,0.031807204514,HIP 52422,10.0,4.3,1.0,,1.0,0.0,0.0,46.9000015259,,True
HIP 52457,2014-01-19,2456676.83474,9000,3.5,0.0,250,ml,17.3896427268,0.481368159021,0.937853635068,TS23,3.37869433986,23.2890000983,0.0791778860041,8559.09987402,255.173799621,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_52457.fits,-0.767976301019,0.0639466660448,-0.454629464039,0.055748577441,HIP 52457,18.5,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 52638,2014-01-12,2456669.83649,10000,4.0,0.0,250,ml,1.28682135022,0.655981082999,0.922654188878,TS23,3.14748688387,5.05502851199,0.117577129135,9285.93822891,296.269516613,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_52638.fits,-0.638467118788,0.118309504067,-0.365678896072,0.117808328398,HIP 52638,,,,,1.0,0.0,0.0,196.5,,True
HIP 52638,2014-01-12,2456669.83649,10000,4.0,0.0,250,ml,1.28682135022,0.655981082999,0.922654188878,TS23,3.14748688387,5.05502851199,0.117577129135,9285.93822891,296.269516613,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_52638.fits,-0.638467118788,0.118309504067,-0.365678896072,0.117808328398,HIP 52638,,,,,1.0,0.0,0.0,424.600006104,,True
HIP 52911,2014-01-13,2456670.86397,9000,3.5,0.0,250,ml,-14.3062631761,0.443884241879,0.943529665962,TS23,3.5081276547,-11.4958826452,0.059185328071,8845.31022165,228.952540846,/home/kgullikson/School/Research/McDonaldData/20140113/HIP_52911.fits,-0.851607779108,0.131569873572,-0.492700378165,0.0913124150641,HIP 52911,-6.8,2.8,1.0,,0.0,0.0,0.0,,,False
HIP 54849,2014-01-13,2456670.94088,10000,4.0,0.0,150,ml,7.89040908437,0.520725777868,0.919577255307,TS23,3.23813243001,7.01703413067,0.0562924838375,9653.72715264,189.107867547,/home/kgullikson/School/Research/McDonaldData/20140113/HIP_54849.fits,-0.750750072198,0.120247167683,-0.424516320721,0.108152846506,HIP 54849,14.0,0.9,2.0,9.5,0.0,0.0,0.0,,,False
HIP 55266,2013-01-07,2456300.00104,9000,4.5,0.0,40,ml,32.9641284786,0.185763593872,0.77750575652,TS23,3.96137445414,-9.22082578233,0.164881012597,8840.0384806,98.3861697857,/home/kgullikson/School/Research/McDonaldData/20130107/HIP_55266.fits,-0.724699325812,,-0.573444401296,,HIP 55266,,,,,1.0,,1.0,0.10000000149,80.4000015259,True
HIP 55266,2013-01-07,2456300.00104,9000,4.5,0.0,40,ml,32.9641284786,0.185763593872,0.77750575652,TS23,3.96137445414,-9.22082578233,0.164881012597,8840.0384806,98.3861697857,/home/kgullikson/School/Research/McDonaldData/20130107/HIP_55266.fits,-0.724699325812,,-0.573444401296,,HIP 55266,,,,,1.0,,1.0,0.899999976158,80.4000015259,True
HIP 55266,2013-01-07,2456300.00104,9000,4.5,0.0,40,ml,32.9641284786,0.185763593872,0.77750575652,TS23,3.96137445414,-9.22082578233,0.164881012597,8840.0384806,98.3861697857,/home/kgullikson/School/Research/McDonaldData/20130107/HIP_55266.fits,-0.724699325812,,-0.573444401296,,HIP 55266,,,,,1.0,,1.0,499.700012207,80.4000015259,True
HIP 56034,2014-01-19,2456676.91372,10000,4.5,0.0,150,ml,-1.30585909266,0.253469713901,0.953537689762,TS23,3.81602401479,1.03841608184,0.0786975016206,9413.31921665,186.586571698,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_56034.fits,-0.722256075431,0.0883751223617,-0.431374570105,0.0829879127833,HIP 56034,-11.3,2.8,1.0,,1.0,0.0,0.0,5.5,,True
HIP 56034,2014-01-19,2456676.91372,10000,4.5,0.0,150,ml,-1.30585909266,0.253469713901,0.953537689762,TS23,3.81602401479,1.03841608184,0.0786975016206,9413.31921665,186.586571698,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_56034.fits,-0.722256075431,0.0883751223617,-0.431374570105,0.0829879127833,HIP 56034,-11.3,2.8,1.0,,1.0,0.0,0.0,221.5,,True
HIP 56034,2014-01-19,2456676.91372,10000,4.5,0.0,150,ml,-1.30585909266,0.253469713901,0.953537689762,TS23,3.81602401479,1.03841608184,0.0786975016206,9413.31921665,186.586571698,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_56034.fits,-0.722256075431,0.0883751223617,-0.431374570105,0.0829879127833,HIP 56034,-11.3,2.8,1.0,,1.0,0.0,0.0,343.700012207,,True
HIP 56034,2014-01-19,2456676.91372,10000,4.5,0.0,150,ml,-1.30585909266,0.253469713901,0.953537689762,TS23,3.81602401479,1.03841608184,0.0786975016206,9413.31921665,186.586571698,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_56034.fits,-0.722256075431,0.0883751223617,-0.431374570105,0.0829879127833,HIP 56034,-11.3,2.8,1.0,,1.0,0.0,0.0,329.200012207,,True
HIP 56633,2014-01-12,2456669.90944,10000,3.5,0.0,250,ml,-5.461198076,0.619477543598,0.919156473047,TS23,3.53011829846,-3.1737461173,0.0958601847098,10282.5640433,231.418610491,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_56633.fits,-0.610737133021,0.086641938772,-0.328694105753,0.0861519666592,HIP 56633,1.0,4.2,1.0,,1.0,0.0,0.0,177.399993896,,True
HIP 59819,2014-01-12,2456669.95833,9000,4.0,0.0,250,ml,6.2115069643,0.547159467923,0.926955079205,TS23,3.55026177637,10.8509711158,0.0398582915473,8553.10723541,201.154955984,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_59819.fits,-0.798071827203,0.102782592668,-0.492447555354,0.0938332081139,HIP 59819,9.6,2.3,1.0,,0.0,0.0,0.0,,,False
HIP 60595,2014-01-19,2456676.94666,9000,3.5,0.0,250,ml,2.59552767021,0.369117940151,0.955584234012,TS23,4.06140286537,6.43250614605,0.0910144014684,9207.6636347,235.739388176,/home/kgullikson/School/Research/McDonaldData/20140119/HIP_60595.fits,-0.434372044062,0.105571312817,-0.225019310143,0.0986841316999,HIP 60595,-2.8,2.0,2.0,0.4,0.0,0.0,0.0,,,False
HIP 60957,2014-01-21,2456678.92278,9000,4.0,0.0,150,ml,-2.10694739755,0.275115284081,0.952449756276,TS23,4.0,-0.0727105396671,0.037991494556,8550.0,157.555549514,/home/kgullikson/School/Research/McDonaldData/20140121/HIP_60957.fits,-0.713925342158,0.211039497545,-0.258350118869,0.218273212501,HIP 60957,-5.0,2.3,1.0,,0.0,0.0,0.0,,,False
HIP 65477,2014-01-12,2456670.01196,8000,3.5,0.0,250,ml,-0.870708799388,0.506880233188,0.936294112898,TS23,4.21815035931,-4.97749808639,0.028027000345,8055.4267053,219.253019247,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_65477.fits,-0.706663971216,0.0963216291855,-0.392461617931,0.0983530329926,HIP 65477,-9.6,1.0,1.0,,1.0,0.0,0.0,1.0,,True
HIP 65477,2014-01-12,2456670.01196,8000,3.5,0.0,250,ml,-0.870708799388,0.506880233188,0.936294112898,TS23,4.21815035931,-4.97749808639,0.028027000345,8055.4267053,219.253019247,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_65477.fits,-0.706663971216,0.0963216291855,-0.392461617931,0.0983530329926,HIP 65477,-9.6,1.0,1.0,,1.0,0.0,0.0,999.900024414,,True
HIP 65477,2014-01-12,2456670.01196,8000,3.5,0.0,250,ml,-0.870708799388,0.506880233188,0.936294112898,TS23,4.21815035931,-4.97749808639,0.028027000345,8055.4267053,219.253019247,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_65477.fits,-0.706663971216,0.0963216291855,-0.392461617931,0.0983530329926,HIP 65477,-9.6,1.0,1.0,,1.0,0.0,0.0,999.900024414,,True
HIP 65477,2014-01-12,2456670.01196,8000,3.5,0.0,250,ml,-0.870708799388,0.506880233188,0.936294112898,TS23,4.21815035931,-4.97749808639,0.028027000345,8055.4267053,219.253019247,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_65477.fits,-0.706663971216,0.0963216291855,-0.392461617931,0.0983530329926,HIP 65477,-9.6,1.0,1.0,,1.0,0.0,0.0,999.900024414,,True
HIP 65477,2014-01-12,2456670.01196,8000,3.5,0.0,250,ml,-0.870708799388,0.506880233188,0.936294112898,TS23,4.21815035931,-4.97749808639,0.028027000345,8055.4267053,219.253019247,/home/kgullikson/School/Research/McDonaldData/20140112/HIP_65477.fits,-0.706663971216,0.0963216291855,-0.392461617931,0.0983530329926,HIP 65477,-9.6,1.0,1.0,,1.0,0.0,0.0,999.900024414,,True
HIP 65728,2014-01-20,2456677.9789,10000,4.5,0.0,150,ml,-9.89815299017,0.242238320384,0.953338846276,TS23,3.85422954758,-10.4425664707,0.0841593300097,9820.60345631,191.968959232,/home/kgullikson/School/Research/McDonaldData/20140120/HIP_65728.fits,-0.648865639457,0.0543127100632,-0.344730794624,0.0448260599902,HIP 65728,-11.1,1.1,2.0,8.1,1.0,0.0,0.0,182.199996948,,True
HIP 65728,2014-01-20,2456677.9789,10000,4.5,0.0,150,ml,-9.89815299017,0.242238320384,0.953338846276,TS23,3.85422954758,-10.4425664707,0.0841593300097,9820.60345631,191.968959232,/home/kgullikson/School/Research/McDonaldData/20140120/HIP_65728.fits,-0.648865639457,0.0543127100632,-0.344730794624,0.0448260599902,HIP 65728,-11.1,1.1,2.0,8.1,1.0,0.0,0.0,413.799987793,,True
HIP 65728,2014-01-20,2456677.9789,10000,4.5,0.0,150,ml,-9.89815299017,0.242238320384,0.953338846276,TS23,3.85422954758,-10.4425664707,0.0841593300097,9820.60345631,191.968959232,/home/kgullikson/School/Research/McDonaldData/20140120/HIP_65728.fits,-0.648865639457,0.0543127100632,-0.344730794624,0.0448260599902,HIP 65728,-11.1,1.1,2.0,8.1,1.0,0.0,0.0,380.200012207,,True
HIP 70327,2014-01-24,2456681.98278,10000,4.5,0.0,150,ml,-23.4923963246,0.765068968348,0.778216483092,TS23,3.63422360918,-23.093465493,0.505417043786,9700.52573507,166.736049405,/home/kgullikson/School/Research/McDonaldData/20140124/HIP_70327.fits,-0.769930457435,,-0.498591567016,inf,HIP 70327,-23.0,1.6,1.0,,1.0,0.0,0.0,0.20000000298,,True
HIP 70327,2014-01-24,2456681.98278,10000,4.5,0.0,150,ml,-23.4923963246,0.765068968348,0.778216483092,TS23,3.63422360918,-23.093465493,0.505417043786,9700.52573507,166.736049405,/home/kgullikson/School/Research/McDonaldData/20140124/HIP_70327.fits,-0.769930457435,,-0.498591567016,inf,HIP 70327,-23.0,1.6,1.0,,1.0,0.0,0.0,6.09999990463,,True
HIP 70400,2014-01-11,2456669.00395,9000,4.5,0.0,150,ml,-10.4382669143,0.551221008448,0.918296636271,TS23,3.86628016228,-8.7530694146,0.032797369078,8265.00047287,198.347804238,/home/kgullikson/School/Research/McDonaldData/20140111/HIP_70400.fits,-0.993568854549,0.128353548097,-0.618019886448,0.117273707338,HIP 70400,-10.0,4.2,1.0,,1.0,0.0,0.0,158.899993896,,True
HIP 70400,2014-01-11,2456669.00395,9000,4.5,0.0,150,ml,-10.4382669143,0.551221008448,0.918296636271,TS23,3.86628016228,-8.7530694146,0.032797369078,8265.00047287,198.347804238,/home/kgullikson/School/Research/McDonaldData/20140111/HIP_70400.fits,-0.993568854549,0.128353548097,-0.618019886448,0.117273707338,HIP 70400,-10.0,4.2,1.0,,1.0,0.0,0.0,3.40000009537,,True
HIP 75178,2014-01-21,2456678.99221,11000,4.5,0.0,250,ml,-17.438269779,0.449211349478,0.941944903652,TS23,3.95806618968,-17.8975043168,0.148906107355,10700.1334116,271.122371665,/home/kgullikson/School/Research/McDonaldData/20140121/HIP_75178.fits,-0.513455801981,0.0928894840242,-0.150339940286,0.0769880109907,HIP 75178,-9.0,3.5,1.0,,0.0,0.0,0.0,,,False
HIP 813,2013-11-22,2456618.58536,11000,4.5,0.0,250,ml,8.93590731551,0.446759033529,0.928529364868,TS23,3.93714233306,5.78672463775,0.131120156157,10700.1186632,290.547599261,/home/kgullikson/School/Research/McDonaldData/20131122/HIP_813.fits,-0.570295318779,0.0452753351195,-0.323844007534,0.0507112948647,HIP 813,13.4,0.8,3.0,7.5,1.0,0.0,0.0,7.69999980927,,True
HIP 9312,2013-10-21,2456586.7829,10000,4.5,0.0,250,ml,-4.78809706348,0.7656355829,0.913286213525,TS23,3.96916089872,3.36629404073,0.102167739482,9696.60503456,296.610641764,/home/kgullikson/School/Research/McDonaldData/20131021/HIP_9312.fits,-0.635563132004,0.0344861626306,-0.340185196346,0.0305681612636,HIP 9312,4.0,0.9,2.0,0.5,1.0,0.0,0.0,43.0999984741,,True
HIP 93225,2014-11-01,2456962.55378,15000,4.0,0.0,40,ml,-7.97872895767,0.332448123605,0.630970631462,TS23,3.98437118297,-7.58800577888,0.021923622966,16227.2364946,53.0281144184,/home/kgullikson/School/Research/McDonaldData/20141101/HIP_93225.fits,-0.44223117889,0.0970575016733,-0.1790880985,0.0970867131816,HIP 93225,,,,,1.0,0.0,0.0,0.20000000298,,True
HIP 93747,2013-10-22,2456587.53457,10000,4.5,0.0,250,ml,-22.2779687555,1.06640685475,0.855058986266,TS23,4.02436506927,-15.2350510779,0.148842000725,9680.31299164,399.994270351,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_93747.fits,-0.707052507125,0.0911795277824,-0.419068810414,0.0624619739365,HIP 93747,-25.0,4.0,1.0,,1.0,0.0,0.0,7.19999980927,,True
HIP 93747,2013-10-22,2456587.53457,10000,4.5,0.0,250,ml,-22.2779687555,1.06640685475,0.855058986266,TS23,4.02436506927,-15.2350510779,0.148842000725,9680.31299164,399.994270351,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_93747.fits,-0.707052507125,0.0911795277824,-0.419068810414,0.0624619739365,HIP 93747,-25.0,4.0,1.0,,1.0,0.0,0.0,161.300003052,,True
HIP 93747,2013-10-22,2456587.53457,10000,4.5,0.0,250,ml,-22.2779687555,1.06640685475,0.855058986266,TS23,4.02436506927,-15.2350510779,0.148842000725,9680.31299164,399.994270351,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_93747.fits,-0.707052507125,0.0911795277824,-0.419068810414,0.0624619739365,HIP 93747,-25.0,4.0,1.0,,1.0,0.0,0.0,200.5,,True
HIP 93747,2013-10-22,2456587.53457,10000,4.5,0.0,250,ml,-22.2779687555,1.06640685475,0.855058986266,TS23,4.02436506927,-15.2350510779,0.148842000725,9680.31299164,399.994270351,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_93747.fits,-0.707052507125,0.0911795277824,-0.419068810414,0.0624619739365,HIP 93747,-25.0,4.0,1.0,,1.0,0.0,0.0,999.900024414,,True
HIP 95853,2013-10-20,2456585.54193,8000,3.5,0.0,250,ml,-9.04778605709,0.489736734404,0.941642241254,TS23,3.71924442374,-8.74316897523,0.0431127544543,8056.79889796,267.888538053,/home/kgullikson/School/Research/McDonaldData/20131020/HIP_95853.fits,-0.584222223654,0.0949530382149,-0.326739648481,0.0933434627065,HIP 95853,-19.5,2.7,1.0,,0.0,0.0,0.0,,,False
HIP 96288,2013-10-20,2456585.56524,9000,3.5,0.0,80,ml,-4.26450805366,0.214776484689,0.935181100622,TS23,3.24970583688,-3.46796472094,0.0228281465953,8657.00350718,122.990742053,/home/kgullikson/School/Research/McDonaldData/20131020/HIP_96288.fits,-0.602843026022,0.089869074145,-0.379286507268,0.0893380379845,HIP 96288,1.6,4.2,1.0,,0.0,0.0,0.0,,,False
HIP 97496,2013-10-19,2456584.54286,9000,4.0,0.0,250,ml,-21.1304746101,0.390902173568,0.944664132828,TS23,3.79738515158,-12.0919101564,0.0632382531206,8554.48025595,265.06937313,/home/kgullikson/School/Research/McDonaldData/20131019/HIP_97496.fits,-1.09063103045,0.066299787299,-0.858210763372,0.0656738761303,HIP 97496,,,,,1.0,0.0,0.0,0.20000000298,,True
HIP 97496,2013-10-19,2456584.54286,9000,4.0,0.0,250,ml,-21.1304746101,0.390902173568,0.944664132828,TS23,3.79738515158,-12.0919101564,0.0632382531206,8554.48025595,265.06937313,/home/kgullikson/School/Research/McDonaldData/20131019/HIP_97496.fits,-1.09063103045,0.066299787299,-0.858210763372,0.0656738761303,HIP 97496,,,,,1.0,0.0,0.0,8.39999961853,,True
HIP 97496,2013-10-19,2456584.54286,9000,4.0,0.0,250,ml,-21.1304746101,0.390902173568,0.944664132828,TS23,3.79738515158,-12.0919101564,0.0632382531206,8554.48025595,265.06937313,/home/kgullikson/School/Research/McDonaldData/20131019/HIP_97496.fits,-1.09063103045,0.066299787299,-0.858210763372,0.0656738761303,HIP 97496,,,,,1.0,0.0,0.0,76.0,,True
HIP 98055,2013-10-21,2456586.54173,9000,4.5,0.0,250,ml,-8.38606417487,0.485635448293,0.934528379214,TS23,4.0,4.76486839707,0.0631588963545,8270.0,314.065725387,/home/kgullikson/School/Research/McDonaldData/20131021/HIP_98055.fits,0.04152130636,0.0571833380109,0.313946548783,0.0554962914195,HIP 98055,-10.0,4.2,1.0,,1.0,0.0,0.0,0.10000000149,,True
HIP 98055,2013-10-21,2456586.54173,9000,4.5,0.0,250,ml,-8.38606417487,0.485635448293,0.934528379214,TS23,4.0,4.76486839707,0.0631588963545,8270.0,314.065725387,/home/kgullikson/School/Research/McDonaldData/20131021/HIP_98055.fits,0.04152130636,0.0571833380109,0.313946548783,0.0554962914195,HIP 98055,-10.0,4.2,1.0,,1.0,0.0,0.0,2.79999995232,,True
HIP 98055,2013-10-21,2456586.54173,9000,4.5,0.0,250,ml,-8.38606417487,0.485635448293,0.934528379214,TS23,4.0,4.76486839707,0.0631588963545,8270.0,314.065725387,/home/kgullikson/School/Research/McDonaldData/20131021/HIP_98055.fits,0.04152130636,0.0571833380109,0.313946548783,0.0554962914195,HIP 98055,-10.0,4.2,1.0,,1.0,0.0,0.0,23.8999996185,,True
HIP 98055,2013-10-21,2456586.54173,9000,4.5,0.0,250,ml,-8.38606417487,0.485635448293,0.934528379214,TS23,4.0,4.76486839707,0.0631588963545,8270.0,314.065725387,/home/kgullikson/School/Research/McDonaldData/20131021/HIP_98055.fits,0.04152130636,0.0571833380109,0.313946548783,0.0554962914195,HIP 98055,-10.0,4.2,1.0,,1.0,0.0,0.0,169.800003052,,True
HIP 98194,2013-10-18,2456583.54514,17000,4.5,0.0,40,ml,-37.2651945422,0.133875310874,0.883048240523,TS23,4.5,-36.1917712008,0.0314171592219,15700.0216071,82.1158938143,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_98194.fits,-0.620014578883,0.117416068097,-0.366769048404,0.114688064107,HIP 98194,-30.2,2.1,2.0,6.3,1.0,,0.0,63.5,41.4000015259,True
HIP 98194,2013-10-18,2456583.54514,17000,4.5,0.0,40,ml,-37.2651945422,0.133875310874,0.883048240523,TS23,4.5,-36.1917712008,0.0314171592219,15700.0216071,82.1158938143,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_98194.fits,-0.620014578883,0.117416068097,-0.366769048404,0.114688064107,HIP 98194,-30.2,2.1,2.0,6.3,1.0,,0.0,63.5,43.5,True
HIP 98194,2013-10-18,2456583.54514,17000,4.5,0.0,40,ml,-37.2651945422,0.133875310874,0.883048240523,TS23,4.5,-36.1917712008,0.0314171592219,15700.0216071,82.1158938143,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_98194.fits,-0.620014578883,0.117416068097,-0.366769048404,0.114688064107,HIP 98194,-30.2,2.1,2.0,6.3,1.0,,0.0,63.5,41.4000015259,True
HIP 98194,2013-10-18,2456583.54514,17000,4.5,0.0,40,ml,-37.2651945422,0.133875310874,0.883048240523,TS23,4.5,-36.1917712008,0.0314171592219,15700.0216071,82.1158938143,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_98194.fits,-0.620014578883,0.117416068097,-0.366769048404,0.114688064107,HIP 98194,-30.2,2.1,2.0,6.3,1.0,,0.0,20.5,41.4000015259,True
HIP 98194,2013-10-18,2456583.54514,17000,4.5,0.0,40,ml,-37.2651945422,0.133875310874,0.883048240523,TS23,4.5,-36.1917712008,0.0314171592219,15700.0216071,82.1158938143,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_98194.fits,-0.620014578883,0.117416068097,-0.366769048404,0.114688064107,HIP 98194,-30.2,2.1,2.0,6.3,1.0,,0.0,20.5,43.5,True
HIP 98194,2013-10-18,2456583.54514,17000,4.5,0.0,40,ml,-37.2651945422,0.133875310874,0.883048240523,TS23,4.5,-36.1917712008,0.0314171592219,15700.0216071,82.1158938143,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_98194.fits,-0.620014578883,0.117416068097,-0.366769048404,0.114688064107,HIP 98194,-30.2,2.1,2.0,6.3,1.0,,0.0,20.5,41.4000015259,True
HIP 98325,2013-10-22,2456587.55788,11000,4.5,0.0,150,ml,-12.3350806304,0.484935629528,0.913054264025,TS23,3.5146838806,-17.480601776,0.0991577144743,10722.1057461,226.392455794,/home/kgullikson/School/Research/McDonaldData/20131022/HIP_98325.fits,-0.689829812012,0.0731746780838,-0.339002910674,0.0677472908399,HIP 98325,-7.0,4.3,1.0,,1.0,0.0,0.0,0.20000000298,,True
HIP 99080,2013-10-18,2456583.63098,19000,4.5,0.0,150,ml,-1.61634286662,0.373611926655,0.861629345233,TS23,3.99818926238,-10.3853188027,0.0393786500205,16999.6294426,140.552840025,/home/kgullikson/School/Research/McDonaldData/20131018/HIP_99080.fits,-0.401958541959,0.0969643862293,-0.184283535935,0.0981087726018,HIP 99080,-7.6,0.8,1.0,,0.0,0.0,0.0,,,False
HR 545,2013-10-21,2456586.75086,11000,4.5,0.0,250,ml,-16.3674589502,1.04971268674,0.837684765208,TS23,3.89569988232,-8.84950903061,0.18345719934,10419.7728069,354.149033582,/home/kgullikson/School/Research/McDonaldData/20131021/HR_545.fits,-0.778167139294,0.10147605054,-0.475012651853,0.0456777975831,HR 545,,,,,1.0,0.0,1.0,7.40000009537,,True
